context_id,dataset,policy,budget_words,rotation_id,cond_qid,eval_qid,is_diagonal,relation,message_key,message_shared_across_rotations,delivered_words,fill_ratio,truncated,attempts,u_em,u_f1,u_judge_correct,ceiling_em,ceiling_f1,ceiling_judge_correct,regret_em,regret_f1,regret_judge_correct
sq:1,squad_groups,conditioned,160,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,sq:1|conditioned|w160|sq:1|cond=56bec98e3aeaaa14008c9455,False,136,0.85,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,160,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,sq:1|conditioned|w160|sq:1|cond=56bec98e3aeaaa14008c9455,False,136,0.85,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,160,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,sq:1|conditioned|w160|sq:1|cond=56bec98e3aeaaa14008c9455,False,136,0.85,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,160,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840c,False,unlabelled,sq:1|conditioned|w160|sq:1|cond=56bec98e3aeaaa14008c9455,False,136,0.85,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,20,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,sq:1|conditioned|w20|sq:1|cond=56bec98e3aeaaa14008c9455,False,18,0.9,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,20,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,sq:1|conditioned|w20|sq:1|cond=56bec98e3aeaaa14008c9455,False,18,0.9,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sq:1,squad_groups,conditioned,20,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,sq:1|conditioned|w20|sq:1|cond=56bec98e3aeaaa14008c9455,False,18,0.9,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sq:1,squad_groups,conditioned,20,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840c,False,unlabelled,sq:1|conditioned|w20|sq:1|cond=56bec98e3aeaaa14008c9455,False,18,0.9,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sq:1,squad_groups,conditioned,40,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,sq:1|conditioned|w40|sq:1|cond=56bec98e3aeaaa14008c9455,False,39,0.975,False,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
sq:1,squad_groups,conditioned,40,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,sq:1|conditioned|w40|sq:1|cond=56bec98e3aeaaa14008c9455,False,39,0.975,False,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sq:1,squad_groups,conditioned,40,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,sq:1|conditioned|w40|sq:1|cond=56bec98e3aeaaa14008c9455,False,39,0.975,False,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
